date,permno,ticker,prc,ret,vol
2012-01-03,75828,EA,21.3,0.033981,4959801.0
2012-01-04,75828,EA,20.29,-0.047418,7647778.0
2012-01-05,75828,EA,20.53,0.011829,5214424.0
2012-01-06,75828,EA,19.67,-0.04189,7335400.0
2012-01-09,75828,EA,19.42,-0.01271,12117085.0
2012-01-10,75828,EA,19.455,0.001802,6826787.0
2012-01-11,75828,EA,19.38,-0.003855,6894672.0
2012-01-12,75828,EA,19.51,0.006708,6001181.0
2012-01-13,75828,EA,18.04,-0.075346,18895845.0
2012-01-17,75828,EA,17.74,-0.01663,16641518.0
2012-01-18,75828,EA,18.26,0.029312,7854451.0
2012-01-19,75828,EA,17.54,-0.03943,20079540.0
2012-01-20,75828,EA,17.93,0.022235,12116177.0
2012-01-23,75828,EA,17.98,0.002789,9048427.0
2012-01-24,75828,EA,17.94,-0.002225,9893096.0
2012-01-25,75828,EA,18.04,0.005574,6166516.0
2012-01-26,75828,EA,17.66,-0.021064,6369808.0
2012-01-27,75828,EA,18.14,0.02718,6889020.0
2012-01-30,75828,EA,18.03,-0.006064,5909410.0
2012-01-31,75828,EA,18.575,0.030227,10929603.0
2012-02-01,75828,EA,18.44,-0.007268,9616032.0
2012-02-02,75828,EA,19.565,0.061009,25992034.0
2012-02-03,75828,EA,19.24,-0.016611,11171355.0
2012-02-06,75828,EA,19.0,-0.012474,9522023.0
2012-02-07,75828,EA,18.49,-0.026842,10127722.0
2012-02-08,75828,EA,18.24,-0.013521,10403936.0
2012-02-09,75828,EA,17.87,-0.020285,16534028.0
2012-02-10,75828,EA,17.42,-0.025182,15995724.0
2012-02-13,75828,EA,17.49,0.004018,7038578.0
2012-02-14,75828,EA,17.66,0.00972,6363155.0
2012-02-15,75828,EA,17.75,0.005096,6799500.0
2012-02-16,75828,EA,17.77,0.001127,5688307.0
2012-02-17,75828,EA,17.47,-0.016882,8259052.0
2012-02-21,75828,EA,17.22,-0.01431,5246677.0
2012-02-22,75828,EA,17.13,-0.005226,4602714.0
2012-02-23,75828,EA,17.19,0.003503,3316251.0
2012-02-24,75828,EA,16.93,-0.015125,8046558.0
2012-02-27,75828,EA,16.81,-0.007088,5740474.0
2012-02-28,75828,EA,16.71,-0.005949,5658274.0
2012-02-29,75828,EA,16.335,-0.022442,8818434.0
2012-03-01,75828,EA,16.69,0.021733,12984265.0
2012-03-02,75828,EA,16.78,0.005392,9770386.0
2012-03-05,75828,EA,16.49,-0.017283,6015016.0
2012-03-06,75828,EA,16.44,-0.003032,6947665.0
2012-03-07,75828,EA,16.51,0.004258,5725332.0
