date,permno,ticker,prc,ret,vol
2012-01-03,75825,EOG,101.45,0.029845,2798700.0
2012-01-04,75825,EOG,101.59,0.00138,2459200.0
2012-01-05,75825,EOG,102.15,0.005512,2537600.0
2012-01-06,75825,EOG,102.43,0.002741,2246800.0
2012-01-09,75825,EOG,102.17,-0.002538,1762800.0
2012-01-10,75825,EOG,105.52,0.032789,3120700.0
2012-01-11,75825,EOG,103.17,-0.022271,2238500.0
2012-01-12,75825,EOG,103.88,0.008433,2329900.0
2012-01-13,75825,EOG,103.04,-0.008086,1741400.0
2012-01-17,75825,EOG,103.72,0.006599,1527000.0
2012-01-18,75825,EOG,105.37,0.015908,1608500.0
2012-01-19,75825,EOG,105.08,-0.002752,2719800.0
2012-01-20,75825,EOG,103.16,-0.018272,2785500.0
2012-01-23,75825,EOG,105.6,0.023653,2734500.0
2012-01-24,75825,EOG,104.55,-0.009943,1933500.0
2012-01-25,75825,EOG,106.81,0.021616,2165600.0
2012-01-26,75825,EOG,104.75,-0.019287,2273800.0
2012-01-27,75825,EOG,104.12,-0.006014,1599300.0
2012-01-30,75825,EOG,105.31,0.011429,2172800.0
2012-01-31,75825,EOG,106.14,0.007882,2789800.0
2012-02-01,75825,EOG,105.9,-0.002261,3328600.0
2012-02-02,75825,EOG,106.48,0.005477,2140700.0
2012-02-03,75825,EOG,109.09,0.024512,2214800.0
2012-02-06,75825,EOG,110.06,0.008892,3069400.0
2012-02-07,75825,EOG,111.13,0.009722,1829700.0
2012-02-08,75825,EOG,111.42,0.00261,1545300.0
2012-02-09,75825,EOG,112.45,0.009244,1982700.0
2012-02-10,75825,EOG,111.83,-0.005514,1843600.0
2012-02-13,75825,EOG,113.38,0.01386,1986700.0
2012-02-14,75825,EOG,113.75,0.003263,2420500.0
2012-02-15,75825,EOG,114.84,0.009582,2995400.0
2012-02-16,75825,EOG,117.62,0.024208,3305100.0
2012-02-17,75825,EOG,114.35,-0.027801,6169900.0
2012-02-21,75825,EOG,115.65,0.011369,3415900.0
2012-02-22,75825,EOG,115.66,8.6e-05,2863900.0
2012-02-23,75825,EOG,116.5,0.007263,2004500.0
2012-02-24,75825,EOG,117.55,0.009013,1681000.0
2012-02-27,75825,EOG,115.62,-0.016419,2291900.0
2012-02-28,75825,EOG,116.61,0.008563,2436100.0
2012-02-29,75825,EOG,113.86,-0.023583,3222400.0
2012-03-01,75825,EOG,116.91,0.026787,2571900.0
2012-03-02,75825,EOG,113.9,-0.025746,2349700.0
2012-03-05,75825,EOG,113.2,-0.006146,1586700.0
2012-03-06,75825,EOG,112.72,-0.00424,2629300.0
2012-03-07,75825,EOG,113.14,0.003726,1948200.0
2012-03-08,75825,EOG,114.41,0.011225,1564900.0
2012-03-09,75825,EOG,114.98,0.004982,1356800.0
2012-03-12,75825,EOG,113.73,-0.010872,1445300.0
2012-03-13,75825,EOG,116.85,0.027433,2607000.0
2012-03-14,75825,EOG,114.68,-0.018571,1697600.0
2012-03-15,75825,EOG,115.63,0.008284,1953700.0
2012-03-16,75825,EOG,116.78,0.009946,2737200.0
2012-03-19,75825,EOG,117.39,0.005224,1693000.0
2012-03-20,75825,EOG,114.71,-0.02283,1726100.0
2012-03-21,75825,EOG,113.81,-0.007846,1651700.0
2012-03-22,75825,EOG,110.35,-0.030402,2281200.0
2012-03-23,75825,EOG,111.73,0.012506,2299500.0
2012-03-26,75825,EOG,112.16,0.003849,1370600.0
2012-03-27,75825,EOG,111.28,-0.007846,1460400.0
2012-03-28,75825,EOG,109.63,-0.014828,1747900.0
2012-03-29,75825,EOG,109.02,-0.005564,1442700.0
2012-03-30,75825,EOG,111.1,0.019079,1772000.0
2012-04-02,75825,EOG,113.35,0.020252,1949600.0
2012-04-03,75825,EOG,113.56,0.001853,2323800.0
2012-04-04,75825,EOG,110.52,-0.02677,1563800.0
2012-04-05,75825,EOG,109.18,-0.012125,2314900.0
2012-04-09,75825,EOG,107.44,-0.015937,2722500.0
2012-04-10,75825,EOG,104.0,-0.032018,3302000.0
2012-04-11,75825,EOG,102.95,-0.010096,3008700.0
2012-04-12,75825,EOG,105.22,0.023701,3172600.0
2012-04-13,75825,EOG,103.33,-0.017962,1509900.0
2012-04-16,75825,EOG,102.77,-0.00542,1537200.0
2012-04-17,75825,EOG,104.8,0.019753,2054600.0
2012-04-18,75825,EOG,104.17,-0.006012,1906700.0
2012-04-19,75825,EOG,103.96,-0.002016,1561000.0
2012-04-20,75825,EOG,103.03,-0.008946,1688200.0
2012-04-23,75825,EOG,103.6,0.005532,1886100.0
2012-04-24,75825,EOG,104.45,0.008205,2256100.0
2012-04-25,75825,EOG,106.43,0.018957,2859100.0
2012-04-26,75825,EOG,108.52,0.019637,2343500.0
2012-04-27,75825,EOG,109.02,0.004607,2010500.0
2012-04-30,75825,EOG,109.81,0.007246,1501000.0
2012-05-01,75825,EOG,111.23,0.012932,1777100.0
2012-05-02,75825,EOG,109.28,-0.017531,2072800.0
2012-05-03,75825,EOG,107.71,-0.014367,1942200.0
2012-05-04,75825,EOG,105.29,-0.022468,2167700.0
2012-05-07,75825,EOG,104.77,-0.004939,1634700.0
2012-05-08,75825,EOG,103.99,-0.007445,2176500.0
2012-05-09,75825,EOG,105.1,0.010674,3775900.0
2012-05-10,75825,EOG,106.51,0.013416,2669500.0
2012-05-11,75825,EOG,104.23,-0.021406,2236500.0
2012-05-14,75825,EOG,101.04,-0.030605,1834000.0
2012-05-15,75825,EOG,99.21,-0.018112,1919000.0
2012-05-16,75825,EOG,98.95,-0.002621,1990600.0
2012-05-17,75825,EOG,97.34,-0.016271,1937400.0
2012-05-18,75825,EOG,96.31,-0.010582,2221500.0
2012-05-21,75825,EOG,100.2,0.04039,2237100.0
2012-05-22,75825,EOG,101.33,0.011278,2802300.0
2012-05-23,75825,EOG,101.7,0.003651,2719800.0
2012-05-24,75825,EOG,100.79,-0.008948,1903000.0
2012-05-25,75825,EOG,101.75,0.009525,1780500.0
2012-05-29,75825,EOG,104.86,0.030565,2326600.0
2012-05-30,75825,EOG,100.99,-0.036906,2780500.0
2012-05-31,75825,EOG,99.3,-0.016734,3675500.0
2012-06-01,75825,EOG,91.67,-0.076838,6708000.0
2012-06-04,75825,EOG,90.4,-0.013854,5037600.0
2012-06-05,75825,EOG,91.87,0.016261,3293600.0
2012-06-06,75825,EOG,94.92,0.033199,2753900.0
2012-06-07,75825,EOG,95.45,0.005584,3279500.0
2012-06-08,75825,EOG,93.88,-0.016448,2358900.0
2012-06-11,75825,EOG,91.93,-0.020771,2084100.0
2012-06-12,75825,EOG,94.17,0.024366,1928600.0
2012-06-13,75825,EOG,92.7,-0.01561,2262300.0
2012-06-14,75825,EOG,94.46,0.018986,2549600.0
2012-06-15,75825,EOG,96.64,0.023079,2905100.0
2012-06-18,75825,EOG,94.73,-0.019764,2246200.0
2012-06-19,75825,EOG,95.95,0.012879,2251000.0
2012-06-20,75825,EOG,92.94,-0.03137,3099400.0
2012-06-21,75825,EOG,86.48,-0.069507,5959600.0
2012-06-22,75825,EOG,87.62,0.013182,3315900.0
2012-06-25,75825,EOG,84.9,-0.031043,3099100.0
2012-06-26,75825,EOG,83.96,-0.011072,3709800.0
2012-06-27,75825,EOG,85.73,0.021082,5037300.0
2012-06-28,75825,EOG,85.16,-0.006649,4022500.0
2012-06-29,75825,EOG,90.11,0.058126,4976400.0
2012-07-02,75825,EOG,88.94,-0.012984,1715900.0
2012-07-03,75825,EOG,94.89,0.066899,2845100.0
2012-07-05,75825,EOG,92.0,-0.030456,2050900.0
2012-07-06,75825,EOG,90.64,-0.014783,1721600.0
2012-07-09,75825,EOG,91.49,0.009378,2357500.0
2012-07-10,75825,EOG,89.35,-0.023391,2352200.0
2012-07-11,75825,EOG,91.88,0.028316,2693200.0
2012-07-12,75825,EOG,91.05,-0.009033,2934800.0
2012-07-13,75825,EOG,92.93,0.022515,1851600.0
2012-07-16,75825,EOG,93.24,0.003336,1799500.0
2012-07-17,75825,EOG,95.24,0.02145,2547400.0
2012-07-18,75825,EOG,96.7,0.01533,2559000.0
2012-07-19,75825,EOG,98.25,0.016029,3074900.0
2012-07-20,75825,EOG,99.23,0.009975,2748700.0
2012-07-23,75825,EOG,97.2,-0.020458,3235100.0
2012-07-24,75825,EOG,95.5,-0.01749,1858200.0
2012-07-25,75825,EOG,95.69,0.00199,1512200.0
2012-07-26,75825,EOG,97.42,0.018079,2020900.0
2012-07-27,75825,EOG,101.01,0.036851,2395400.0
2012-07-30,75825,EOG,99.56,-0.014355,1689200.0
2012-07-31,75825,EOG,98.01,-0.015569,1618800.0
2012-08-01,75825,EOG,100.45,0.024895,2246300.0
2012-08-02,75825,EOG,96.12,-0.043106,2484600.0
2012-08-03,75825,EOG,106.75,0.110591,5258700.0
2012-08-06,75825,EOG,105.74,-0.009461,2520100.0
2012-08-07,75825,EOG,108.74,0.028372,2488100.0
2012-08-08,75825,EOG,107.9,-0.007725,1899300.0
2012-08-09,75825,EOG,109.41,0.013995,2075300.0
2012-08-10,75825,EOG,109.99,0.005301,1510100.0
2012-08-13,75825,EOG,109.3,-0.006273,1332000.0
2012-08-14,75825,EOG,110.35,0.009607,1943200.0
2012-08-15,75825,EOG,109.82,-0.004803,1494600.0
2012-08-16,75825,EOG,110.99,0.010654,1518500.0
2012-08-17,75825,EOG,111.19,0.001802,1318300.0
2012-08-20,75825,EOG,109.57,-0.01457,1292100.0
2012-08-21,75825,EOG,108.77,-0.007301,1536900.0
2012-08-22,75825,EOG,108.91,0.001287,1553100.0
2012-08-23,75825,EOG,107.01,-0.017446,1432300.0
2012-08-24,75825,EOG,108.91,0.017755,2185100.0
2012-08-27,75825,EOG,109.17,0.002387,1408000.0
