date,ticker,secteur,adj_close,returns
2012-01-03 05:00:00+00:00,EA,Secteur technologique,20.72924423217773,
2012-01-04 05:00:00+00:00,EA,Secteur technologique,19.746299743652344,-0.047418250154995
2012-01-05 05:00:00+00:00,EA,Secteur technologique,19.97987365722656,0.0118287434408719
2012-01-06 05:00:00+00:00,EA,Secteur technologique,19.142915725708008,-0.0418900512524429
2012-01-09 05:00:00+00:00,EA,Secteur technologique,18.899614334106445,-0.0127097352925615
2012-01-10 05:00:00+00:00,EA,Secteur technologique,18.93854713439941,0.0020599785585417
2012-01-11 05:00:00+00:00,EA,Secteur technologique,18.860685348510746,-0.004111286115884
2012-01-12 05:00:00+00:00,EA,Secteur technologique,18.987205505371094,0.0067081420702637
2012-01-13 05:00:00+00:00,EA,Secteur technologique,17.556594848632812,-0.0753460353253979
2012-01-17 05:00:00+00:00,EA,Secteur technologique,17.264633178710938,-0.0166297435487389
2012-01-18 05:00:00+00:00,EA,Secteur technologique,17.770700454711914,0.029312367703532
2012-01-19 05:00:00+00:00,EA,Secteur technologique,17.069992065429688,-0.0394305441739879
2012-01-20 05:00:00+00:00,EA,Secteur technologique,17.449541091918945,0.0222348683604793
2012-01-23 05:00:00+00:00,EA,Secteur technologique,17.498201370239258,0.0027886279681501
2012-01-24 05:00:00+00:00,EA,Secteur technologique,17.45927619934082,-0.0022245241139263
2012-01-25 05:00:00+00:00,EA,Secteur technologique,17.556594848632812,0.0055740368719103
2012-01-26 05:00:00+00:00,EA,Secteur technologique,17.186779022216797,-0.0210642114603911
2012-01-27 05:00:00+00:00,EA,Secteur technologique,17.653913497924805,0.0271798732679438
2012-01-30 05:00:00+00:00,EA,Secteur technologique,17.54686164855957,-0.006063916047726
2012-01-31 05:00:00+00:00,EA,Secteur technologique,18.082124710083008,0.0305047747137949
2012-02-01 05:00:00+00:00,EA,Secteur technologique,17.945877075195312,-0.0075349350296052
2012-02-02 05:00:00+00:00,EA,Secteur technologique,19.045595169067383,0.0612797072700388
2012-02-03 05:00:00+00:00,EA,Secteur technologique,18.72443580627441,-0.0168626582651811
2012-02-06 05:00:00+00:00,EA,Secteur technologique,18.490869522094727,-0.0124738756668663
2012-02-07 05:00:00+00:00,EA,Secteur technologique,17.994535446166992,-0.0268421166097497
2012-02-08 05:00:00+00:00,EA,Secteur technologique,17.751237869262695,-0.0135206367306426
