date,ticker,secteur,adj_close,returns
2012-01-03 05:00:00+00:00,JBL,Secteur technologique,17.478248596191406,
2012-01-04 05:00:00+00:00,JBL,Secteur technologique,17.539094924926758,0.0034812600587801
2012-01-05 05:00:00+00:00,JBL,Secteur technologique,18.043197631835938,0.0287416602206047
2012-01-06 05:00:00+00:00,JBL,Secteur technologique,18.138790130615234,0.0052979799218422
2012-01-09 05:00:00+00:00,JBL,Secteur technologique,18.538593292236328,0.0220413356537101
2012-01-10 05:00:00+00:00,JBL,Secteur technologique,18.625507354736328,0.004688277105491
2012-01-11 05:00:00+00:00,JBL,Secteur technologique,18.66896629333496,0.0023333022704254
2012-01-12 05:00:00+00:00,JBL,Secteur technologique,18.686351776123047,0.0009312504246308
2012-01-13 05:00:00+00:00,JBL,Secteur technologique,18.28653717041016,-0.0213960761577743
2012-01-17 05:00:00+00:00,JBL,Secteur technologique,18.84278678894043,0.0304185321335934
2012-01-18 05:00:00+00:00,JBL,Secteur technologique,19.43379783630371,0.0313653736033445
2012-01-19 05:00:00+00:00,JBL,Secteur technologique,20.120410919189453,0.0353308750389025
2012-01-20 05:00:00+00:00,JBL,Secteur technologique,19.990047454833984,-0.0064791651064709
2012-01-23 05:00:00+00:00,JBL,Secteur technologique,20.08565330505371,0.0047826724991895
2012-01-24 05:00:00+00:00,JBL,Secteur technologique,20.13779830932617,0.0025961318499578
2012-01-25 05:00:00+00:00,JBL,Secteur technologique,20.04218864440918,-0.0047477715015505
2012-01-26 05:00:00+00:00,JBL,Secteur technologique,19.659780502319336,-0.0190801588027421
2012-01-27 05:00:00+00:00,JBL,Secteur technologique,19.81622314453125,0.007957496890337
2012-01-30 05:00:00+00:00,JBL,Secteur technologique,19.555482864379883,-0.0131579200662829
2012-01-31 05:00:00+00:00,JBL,Secteur technologique,19.69454002380371,0.0071109039029211
2012-02-01 05:00:00+00:00,JBL,Secteur technologique,20.233402252197266,0.0273609958771448
2012-02-02 05:00:00+00:00,JBL,Secteur technologique,20.1030387878418,-0.006442982881997
2012-02-03 05:00:00+00:00,JBL,Secteur technologique,20.963478088378903,0.0428014545272379
2012-02-06 05:00:00+00:00,JBL,Secteur technologique,20.702735900878903,-0.0124379259205342
2012-02-07 05:00:00+00:00,JBL,Secteur technologique,20.71142578125,0.0004197455067145
2012-02-08 05:00:00+00:00,JBL,Secteur technologique,20.83309936523437,0.0058747082537662
2012-02-09 05:00:00+00:00,JBL,Secteur technologique,21.61532592773437,0.037547296673742
2012-02-10 05:00:00+00:00,JBL,Secteur technologique,21.48495483398437,-0.0060314192895293
2012-02-13 05:00:00+00:00,JBL,Secteur technologique,21.867366790771484,0.0177990579799693
2012-02-14 05:00:00+00:00,JBL,Secteur technologique,21.823776245117188,-0.0019934062510302
2012-02-15 05:00:00+00:00,JBL,Secteur technologique,22.11150550842285,0.0131842106551125
2012-02-16 05:00:00+00:00,JBL,Secteur technologique,22.582334518432617,0.0212933945104016
2012-02-17 05:00:00+00:00,JBL,Secteur technologique,22.6956844329834,0.0050194064062889
2012-02-21 05:00:00+00:00,JBL,Secteur technologique,22.591053009033203,-0.0046101902879005
2012-02-22 05:00:00+00:00,JBL,Secteur technologique,22.399232864379883,-0.0084909784672994
2012-02-23 05:00:00+00:00,JBL,Secteur technologique,22.660802841186523,0.0116776310327395
2012-02-24 05:00:00+00:00,JBL,Secteur technologique,22.67824935913086,0.0007698984924147
2012-02-27 05:00:00+00:00,JBL,Secteur technologique,22.530017852783203,-0.0065362852308515
2012-02-28 05:00:00+00:00,JBL,Secteur technologique,22.87878799438477,0.0154802425759497
2012-02-29 05:00:00+00:00,JBL,Secteur technologique,22.521297454833984,-0.0156254142325424
2012-03-01 05:00:00+00:00,JBL,Secteur technologique,22.774154663085938,0.011227470742263
2012-03-02 05:00:00+00:00,JBL,Secteur technologique,22.65209007263184,-0.0053597857861197
2012-03-05 05:00:00+00:00,JBL,Secteur technologique,22.14637756347656,-0.022325202996004
2012-03-06 05:00:00+00:00,JBL,Secteur technologique,21.553485870361328,-0.0267714975695628
2012-03-07 05:00:00+00:00,JBL,Secteur technologique,21.884809494018555,0.0153721595499702
2012-03-08 05:00:00+00:00,JBL,Secteur technologique,22.27716445922852,0.0179281873720307
2012-03-09 05:00:00+00:00,JBL,Secteur technologique,22.809030532836918,0.0238749448827662
2012-03-12 04:00:00+00:00,JBL,Secteur technologique,22.86134529113769,0.002293598503692
2012-03-13 04:00:00+00:00,JBL,Secteur technologique,23.47167015075684,0.0266968042276907
2012-03-14 04:00:00+00:00,JBL,Secteur technologique,23.384483337402344,-0.0037145551549803
2012-03-15 04:00:00+00:00,JBL,Secteur technologique,23.56758689880371,0.0078301307221315
2012-03-16 04:00:00+00:00,JBL,Secteur technologique,23.384483337402344,-0.0077692961179093
