date,ticker,secteur,adj_close,returns
2012-01-03 05:00:00+00:00,SPY,Indice de marché,99.8777084350586,
2012-01-04 05:00:00+00:00,SPY,Indice de marché,100.03437042236328,0.0015685380627905
2012-01-05 05:00:00+00:00,SPY,Indice de marché,100.3006820678711,0.0026622014451973
2012-01-06 05:00:00+00:00,SPY,Indice de marché,100.04219818115234,-0.0025770900196255
2012-01-09 05:00:00+00:00,SPY,Indice de marché,100.28504943847656,0.0024274882173667
2012-01-10 05:00:00+00:00,SPY,Indice de marché,101.15455627441406,0.0086703535652234
2012-01-11 05:00:00+00:00,SPY,Indice de marché,101.20936584472656,0.000541839857058
2012-01-12 05:00:00+00:00,SPY,Indice de marché,101.45221710205078,0.0023994939134071
2012-01-13 05:00:00+00:00,SPY,Indice de marché,100.92739868164062,-0.0051730601400483
2012-01-17 05:00:00+00:00,SPY,Indice de marché,101.31906127929688,0.0038806370001835
2012-01-18 05:00:00+00:00,SPY,Indice de marché,102.43927001953124,0.0110562487067107
2012-01-19 05:00:00+00:00,SPY,Indice de marché,102.97974395751952,0.0052760424579874
2012-01-20 05:00:00+00:00,SPY,Indice de marché,103.36363983154295,0.0037278775346518
2012-01-23 05:00:00+00:00,SPY,Indice de marché,103.09727478027344,-0.0025769705062983
2012-01-24 05:00:00+00:00,SPY,Indice de marché,102.97974395751952,-0.0011399993162224
2012-01-25 05:00:00+00:00,SPY,Indice de marché,103.84146881103516,0.0083679063512829
2012-01-26 05:00:00+00:00,SPY,Indice de marché,103.3087921142578,-0.0051297107299848
2012-01-27 05:00:00+00:00,SPY,Indice de marché,103.26177215576172,-0.0004551399501805
2012-01-30 05:00:00+00:00,SPY,Indice de marché,102.90924072265624,-0.0034139587743439
2012-01-31 05:00:00+00:00,SPY,Indice de marché,102.87008666992188,-0.0003804716900001
2012-02-01 05:00:00+00:00,SPY,Indice de marché,103.77094268798828,0.0087572203662757
2012-02-02 05:00:00+00:00,SPY,Indice de marché,103.9354476928711,0.0015852704102095
2012-02-03 05:00:00+00:00,SPY,Indice de marché,105.39248657226562,0.0140186905597412
2012-02-06 05:00:00+00:00,SPY,Indice de marché,105.32201385498048,-0.0006686692721386
2012-02-07 05:00:00+00:00,SPY,Indice de marché,105.58834075927734,0.002528691719317
2012-02-08 05:00:00+00:00,SPY,Indice de marché,105.9016571044922,0.0029673384671244
2012-02-09 05:00:00+00:00,SPY,Indice de marché,106.03485870361328,0.0012577857869557
2012-02-10 05:00:00+00:00,SPY,Indice de marché,105.25149536132812,-0.0073877906931983
2012-02-13 05:00:00+00:00,SPY,Indice de marché,106.03485870361328,0.0074427763671753
2012-02-14 05:00:00+00:00,SPY,Indice de marché,105.9016571044922,-0.0012562057492189
2012-02-15 05:00:00+00:00,SPY,Indice de marché,105.40814971923828,-0.0046600534755274
2012-02-16 05:00:00+00:00,SPY,Indice de marché,106.57540130615234,0.0110736370007737
2012-02-17 05:00:00+00:00,SPY,Indice de marché,106.85740661621094,0.0026460637877261
