date,ticker,secteur,adj_close,returns
2012-01-03 05:00:00+00:00,JPM,Secteur financier,23.903440475463867,
2012-01-04 05:00:00+00:00,JPM,Secteur financier,24.05486297607422,0.0063347575745751
2012-01-05 05:00:00+00:00,JPM,Secteur financier,24.557292938232425,0.0208868353421067
2012-01-06 05:00:00+00:00,JPM,Secteur financier,24.337045669555664,-0.0089687112187297
2012-01-09 05:00:00+00:00,JPM,Secteur financier,24.295751571655277,-0.0016967588614112
2012-01-10 05:00:00+00:00,JPM,Secteur financier,24.811952590942383,0.0212465548869595
2012-01-11 05:00:00+00:00,JPM,Secteur financier,25.231782913208008,0.0169204870405437
2012-01-12 05:00:00+00:00,JPM,Secteur financier,25.36256217956543,0.0051831163420863
2012-01-13 05:00:00+00:00,JPM,Secteur financier,24.722469329833984,-0.0252377045031817
2012-01-17 05:00:00+00:00,JPM,Secteur financier,24.027324676513672,-0.0281179296471587
2012-01-18 05:00:00+00:00,JPM,Secteur financier,25.14920425415039,0.0466918224455232
2012-01-19 05:00:00+00:00,JPM,Secteur financier,25.41761589050293,0.0106727685552214
2012-01-20 05:00:00+00:00,JPM,Secteur financier,25.71359062194824,0.0116444725862703
2012-01-23 05:00:00+00:00,JPM,Secteur financier,25.92005729675293,0.0080294766234807
2012-01-24 05:00:00+00:00,JPM,Secteur financier,25.92005729675293,0.0
2012-01-25 05:00:00+00:00,JPM,Secteur financier,25.878761291503903,-0.0015932065572322
2012-01-26 05:00:00+00:00,JPM,Secteur financier,25.80305290222168,-0.0029255028256349
2012-01-27 05:00:00+00:00,JPM,Secteur financier,25.61034202575684,-0.0074685300687133
2012-01-30 05:00:00+00:00,JPM,Secteur financier,25.472671508789062,-0.0053755829121421
2012-01-31 05:00:00+00:00,JPM,Secteur financier,25.67227935791016,0.0078361568417439
2012-02-01 05:00:00+00:00,JPM,Secteur financier,25.878761291503903,0.0080429918479416
2012-02-02 05:00:00+00:00,JPM,Secteur financier,25.844348907470703,-0.0013297539107677
2012-02-03 05:00:00+00:00,JPM,Secteur financier,26.34678649902344,0.0194409073082701
2012-02-06 05:00:00+00:00,JPM,Secteur financier,26.250423431396484,-0.0036574884618481
2012-02-07 05:00:00+00:00,JPM,Secteur financier,26.064592361450195,-0.0070791646630746
2012-02-08 05:00:00+00:00,JPM,Secteur financier,26.36054992675781,0.0113547743698974
2012-02-09 05:00:00+00:00,JPM,Secteur financier,26.05770492553711,-0.0114885691710586
2012-02-10 05:00:00+00:00,JPM,Secteur financier,25.885644912719727,-0.0066030378849197
2012-02-13 05:00:00+00:00,JPM,Secteur financier,26.36054992675781,0.0183462693566009
2012-02-14 05:00:00+00:00,JPM,Secteur financier,26.099008560180664,-0.0099216961445733
2012-02-15 05:00:00+00:00,JPM,Secteur financier,25.74110984802246,-0.0137131152447013
2012-02-16 05:00:00+00:00,JPM,Secteur financier,26.1540641784668,0.0160426000620195
2012-02-17 05:00:00+00:00,JPM,Secteur financier,26.477542877197266,0.0123682000825247
2012-02-21 05:00:00+00:00,JPM,Secteur financier,26.47066879272461,-0.000259619425584
2012-02-22 05:00:00+00:00,JPM,Secteur financier,26.202238082885746,-0.0101406848440733
2012-02-23 05:00:00+00:00,JPM,Secteur financier,26.491321563720703,0.0110327781894241
2012-02-24 05:00:00+00:00,JPM,Secteur financier,26.34678649902344,-0.0054559401406082
2012-02-27 05:00:00+00:00,JPM,Secteur financier,26.88363075256348,0.0203760809144575
2012-02-28 05:00:00+00:00,JPM,Secteur financier,26.98686408996582,0.0038400072651088
2012-02-29 05:00:00+00:00,JPM,Secteur financier,27.00751495361328,0.0007652190924671
2012-03-01 05:00:00+00:00,JPM,Secteur financier,27.785255432128903,0.028797187740206
